REGIAO;UF;MUNICIPIO;PRODUTO;DATA_COLETA;VALOR_VENDA;BANDEIRA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,07;SETTA DISTRIBUIDORA
NE;PE;RECIFE;ETANOL;01/01/2024;3,53;SETTA DISTRIBUIDORA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,09;VIBRA
NE;PE;RECIFE;ETANOL;01/01/2024;3,59;VIBRA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,09;IPIRANGA
NE;PE;RECIFE;ETANOL;01/01/2024;4,19;IPIRANGA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,09;VIBRA
NE;PE;RECIFE;ETANOL;01/01/2024;3,99;VIBRA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,09;VIBRA
NE;PE;RECIFE;ETANOL;01/01/2024;3,59;VIBRA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,07;VIBRA
NE;PE;RECIFE;ETANOL;01/01/2024;3,59;VIBRA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,07;DISLUB
NE;PE;RECIFE;ETANOL;01/01/2024;3,53;DISLUB
NE;PE;RECIFE;GASOLINA;01/01/2024;5,09;RAIZEN
NE;PE;RECIFE;ETANOL;01/01/2024;3,59;RAIZEN
NE;PE;RECIFE;GASOLINA;01/01/2024;5,08;BRANCA
NE;PE;RECIFE;ETANOL;01/01/2024;3,57;BRANCA
NE;PE;RECIFE;ETANOL;01/01/2024;3,65;VIBRA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,19;VIBRA
NE;PE;RECIFE;ETANOL;01/01/2024;3,69;VIBRA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,07;BRANCA
NE;PE;RECIFE;ETANOL;01/01/2024;3,53;BRANCA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,09;IPIRANGA
NE;PE;RECIFE;ETANOL;01/01/2024;3,58;IPIRANGA
NE;PE;RECIFE;GASOLINA;01/01/2024;5,19;VIBRA
NE;PE;RECIFE;ETANOL;01/01/2024;3,69;VIBRA
NE;PI;TERESINA;GASOLINA;01/01/2024;5,19;VIBRA
NE;PI;TERESINA;ETANOL;01/01/2024;3,89;VIBRA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;7,39;VIBRA
SE;SP;SAO PAULO;ETANOL;01/01/2024;4,99;VIBRA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;4,88;BRANCA
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,93;BRANCA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,99;BRANCA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,24;IPIRANGA
SE;SP;SAO PAULO;ETANOL;01/01/2024;3,14;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,79;RAIZEN
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;01/01/2024;4,97;BRANCA
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,97;BRANCA
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,14;RAIZEN
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,98;RAIZEN
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,46;RAIZEN
SE;SP;SAO PAULO;ETANOL;01/01/2024;3,26;RAIZEN
SE;SP;SAO PAULO;GASOLINA;01/01/2024;4,99;IPIRANGA
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,99;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,09;RAIZEN
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,97;RAIZEN
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,15;IPIRANGA
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,99;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,09;RAIZEN
SE;SP;SAO PAULO;ETANOL;01/01/2024;2,99;RAIZEN
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,59;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;IPIRANGA
NE;AL;MACEIO;ETANOL;01/01/2024;3,49;IPIRANGA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,59;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,59;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,59;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,49;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,59;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,49;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,99;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;RAIZEN
NE;AL;MACEIO;ETANOL;01/01/2024;3,49;RAIZEN
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;BRANCA
NE;AL;MACEIO;ETANOL;01/01/2024;3,49;BRANCA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,49;RAIZEN
NE;AL;MACEIO;ETANOL;01/01/2024;3,79;RAIZEN
NE;AL;MACEIO;GASOLINA;01/01/2024;5,49;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,79;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,09;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,19;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,14;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,24;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,49;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,59;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,19;IPIRANGA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,19;IPIRANGA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,39;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,47;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,39;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,39;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,17;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,09;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,19;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,39;RAIZEN
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,39;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;ALESAT
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;ALESAT
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,39;IPIRANGA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,55;IPIRANGA
NE;PB;JOAO PESSOA;GASOLINA;01/01/2024;5,45;RAIZEN
NE;PB;JOAO PESSOA;ETANOL;01/01/2024;3,67;RAIZEN
NE;PB;JOAO PESSOA;GASOLINA;01/01/2024;5,46;RAIZEN
NE;PB;JOAO PESSOA;ETANOL;01/01/2024;3,65;RAIZEN
NE;PB;JOAO PESSOA;ETANOL;01/01/2024;3,65;RAIZEN
NE;PB;JOAO PESSOA;GASOLINA;01/01/2024;5,45;RAIZEN
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;VIBRA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;VIBRA
SE;SP;SAO PAULO;GASOLINA;01/01/2024;5,69;IPIRANGA
SE;SP;SAO PAULO;ETANOL;01/01/2024;3,39;IPIRANGA
NE;PI;TERESINA;GASOLINA;01/01/2024;5,29;SABBÁ
NE;PI;TERESINA;ETANOL;01/01/2024;3,95;SABBÁ
NE;PE;RECIFE;GASOLINA;01/01/2024;5,19;VIBRA
NE;PE;RECIFE;ETANOL;01/01/2024;3,69;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;ALESAT
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;ALESAT
NE;AL;MACEIO;GASOLINA;01/01/2024;5,49;RAIZEN
NE;AL;MACEIO;ETANOL;01/01/2024;3,69;RAIZEN
NE;PI;TERESINA;GASOLINA;01/01/2024;5,19;VIBRA
NE;PI;TERESINA;ETANOL;01/01/2024;3,99;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;IPIRANGA
NE;AL;MACEIO;ETANOL;01/01/2024;3,49;IPIRANGA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;IPIRANGA
NE;AL;MACEIO;ETANOL;01/01/2024;3,59;IPIRANGA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,49;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,69;VIBRA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;VIBRA
NE;AL;MACEIO;ETANOL;01/01/2024;3,79;VIBRA
SE;MG;BELO HORIZONTE;GASOLINA;01/01/2024;5,29;IPIRANGA
SE;MG;BELO HORIZONTE;ETANOL;01/01/2024;3,29;IPIRANGA
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;RAIZEN
NE;AL;MACEIO;ETANOL;01/01/2024;3,99;RAIZEN
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;IPIRANGA
NE;AL;MACEIO;ETANOL;01/01/2024;3,49;IPIRANGA
NE;PI;TERESINA;GASOLINA;01/01/2024;5,19;RAIZEN
NE;PI;TERESINA;ETANOL;01/01/2024;3,94;RAIZEN
NE;AL;MACEIO;GASOLINA;01/01/2024;5,39;BRANCA
NE;AL;MACEIO;ETANOL;01/01/2024;3,89;BRANCA
NE;CE;FORTALEZA;GASOLINA;02/01/2024;5,99;RAIZEN
NE;CE;FORTALEZA;ETANOL;02/01/2024;4,09;RAIZEN
CO;DF;BRASILIA;GASOLINA;02/01/2024;5,29;RAIZEN
CO;DF;BRASILIA;ETANOL;02/01/2024;3,49;RAIZEN
CO;DF;BRASILIA;GASOLINA;02/01/2024;5,49;VIBRA
CO;DF;BRASILIA;ETANOL;02/01/2024;3,59;VIBRA
CO;DF;BRASILIA;GASOLINA;02/01/2024;5,24;IPIRANGA
CO;DF;BRASILIA;ETANOL;02/01/2024;3,69;IPIRANGA
CO;DF;BRASILIA;GASOLINA;02/01/2024;5,25;BRANCA
CO;DF;BRASILIA;ETANOL;02/01/2024;3,29;BRANCA
CO;DF;BRASILIA;GASOLINA;02/01/2024;5,25;IPIRANGA
CO;DF;BRASILIA;ETANOL;02/01/2024;3,29;IPIRANGA
CO;DF;BRASILIA;GASOLINA;02/01/2024;5,19;RAIZEN
CO;DF;BRASILIA;ETANOL;02/01/2024;3,59;RAIZEN
CO;GO;GOIANIA;GASOLINA;02/01/2024;4,79;IPIRANGA
CO;GO;GOIANIA;ETANOL;02/01/2024;2,79;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,29;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,69;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,89;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,19;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,59;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,09;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,59;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,68;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,98;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,39;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,79;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,49;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,19;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,46;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,39;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,89;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,19;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,69;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,89;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,38;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,88;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,59;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,89;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,49;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,89;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,19;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,59;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,19;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,59;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,29;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,79;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,39;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,59;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,39;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,79;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,99;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,19;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,59;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,39;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,69;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,99;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,49;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,89;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,99;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,39;BRANCA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,79;BRANCA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,79;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,99;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,48;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,68;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,54;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,49;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,89;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,79;RAIZEN
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,99;RAIZEN
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,29;VIBRA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,69;VIBRA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,49;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,68;IPIRANGA
SE;RJ;RIO DE JANEIRO;GASOLINA;02/01/2024;5,56;IPIRANGA
SE;RJ;RIO DE JANEIRO;ETANOL;02/01/2024;3,89;IPIRANGA
NE;RN;NATAL;GASOLINA;02/01/2024;5,95;VIBRA
NE;RN;NATAL;ETANOL;02/01/2024;4,29;VIBRA
NE;RN;NATAL;GASOLINA;02/01/2024;5,99;RAIZEN
NE;RN;NATAL;ETANOL;02/01/2024;4,29;RAIZEN
NE;RN;NATAL;GASOLINA;02/01/2024;5,95;BRANCA
NE;RN;NATAL;ETANOL;02/01/2024;4,15;BRANCA
N;RO;PORTO VELHO;GASOLINA;02/01/2024;6,49;VIBRA
N;RO;PORTO VELHO;ETANOL;02/01/2024;4,61;VIBRA
N;RO;PORTO VELHO;GASOLINA;02/01/2024;6,49;VIBRA
N;RO;PORTO VELHO;GASOLINA;02/01/2024;6,49;VIBRA
N;RO;PORTO VELHO;GASOLINA;02/01/2024;6,49;BRANCA
N;RO;PORTO VELHO;GASOLINA;02/01/2024;6,43;BRANCA
N;RO;PORTO VELHO;GASOLINA;02/01/2024;6,49;VIBRA
N;RO;PORTO VELHO;ETANOL;02/01/2024;4,61;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;VIBRA
N;RR;BOA VISTA;ETANOL;02/01/2024;4,79;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;BRANCA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,91;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;VIBRA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;BRANCA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;BRANCA
N;RR;BOA VISTA;GASOLINA;02/01/2024;5,89;BRANCA
N;RR;BOA VISTA;ETANOL;02/01/2024;4,92;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,19;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,29;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,69;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,75;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;6,29;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,79;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,29;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,59;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,09;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,39;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,09;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,19;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,97;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,89;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,89;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,97;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,94;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,49;TOTALENERGIES
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;TOTALENERGIES
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,97;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,07;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,59;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,49;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,79;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,49;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,49;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,39;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,19;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,89;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,77;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,89;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,79;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,29;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,59;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,39;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,99;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,79;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,69;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,89;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,99;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,49;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,29;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,89;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,19;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,29;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,98;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,29;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,97;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,94;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;6,19;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,89;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,29;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,19;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,19;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;6,99;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;4,99;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,39;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,86;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,92;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,49;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,29;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,79;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,83;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,92;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,79;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,59;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,09;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,39;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,39;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,29;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,29;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,09;TOTALENERGIES
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;TOTALENERGIES
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,89;IPIRANGA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,69;IPIRANGA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,99;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,99;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,19;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,89;RAIZEN
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,89;RAIZEN
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,69;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,39;VIBRA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;4,89;BRANCA
SE;SP;SAO PAULO;ETANOL;02/01/2024;2,89;BRANCA
SE;SP;SAO PAULO;GASOLINA;02/01/2024;5,39;VIBRA
SE;SP;SAO PAULO;ETANOL;02/01/2024;3,39;VIBRA
